Office,CensusPop,raceYear,RaceTypeName,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
Governor,N/A,1994,General,Arizona,"593,492","Symington, Fife",Incumbent,"500,702","Basha, Eddie",Challenger,N/A,N/A,N/A,N/A,"35,413","92,790",R,0,54.24,45.76,
Governor,N/A,1994,General,California,"4,781,766","Wilson, Pete",Incumbent,"3,519,799","Brown, Kathleen",Challenger,N/A,N/A,N/A,N/A,"363,810","1,261,967",R,0,57.6,42.4,
Governor,N/A,1994,General,Colorado,"432,042","Benson, Bruce",Challenger,"619,205","Romer, Roy",Incumbent,N/A,N/A,N/A,N/A,"65,060","187,163",D,0,41.1,58.9,
Governor,N/A,1994,General,Connecticut,"415,201","Rowland, John G.",Challenger,"375,133","Curry, Bill",Challenger,A Connecticut Party,"216,585","Groark, Eunice",Challenger,"140,165","40,068",R,18.88,52.53,47.47,
Governor,N/A,1994,General,Florida,"2,071,068","Bush, Jeb",Challenger,"2,135,008","Chiles, Lawton",Incumbent,N/A,N/A,N/A,N/A,583,"63,940",D,0,49.24,50.76,
Governor,N/A,1994,General,Georgia,"756,371","Millner, Guy",Challenger,"788,926","Miller, Zell",Incumbent,N/A,N/A,N/A,N/A,31,"32,555",D,0,48.95,51.05,
Governor,N/A,1994,General,Hawaii,"107,908","Saiki, Patricia",Challenger,"134,978","Cayetano, Benjamin J.",Challenger,Best Party,"113,158","Fasi, Frank F.",Challenger,"12,969","21,820",D,30.67,44.43,55.57,
Governor,N/A,1994,General,Iowa,"566,395","Branstad, Terry E.",Incumbent,"414,453","Campbell, Bonnie J.",Challenger,N/A,N/A,N/A,N/A,"16,400","151,942",R,0,57.75,42.25,
Governor,N/A,1994,General,Idaho,"216,123","Batt, Phil",Challenger,"181,363","Echohawk, Larry",Challenger,N/A,N/A,N/A,N/A,"15,860","34,760",R,0,54.37,45.63,
Governor,N/A,1994,General,Illinois,"1,984,318","Edgar, Jim",Incumbent,"1,069,850","Netsch, Dawn C.",Challenger,N/A,N/A,N/A,N/A,"52,398","914,468",R,0,64.97,35.03,
Governor,N/A,1994,General,Kansas,"526,113","Graves, Bill",Challenger,"294,733","Slattery, Jim",Challenger,N/A,N/A,N/A,N/A,184,"231,380",R,0,64.09,35.91,
Governor,N/A,1994,General,Massachusetts,"1,599,141","Weld, William F.",Incumbent,"636,138","Roosevelt, Mark",Challenger,N/A,N/A,N/A,N/A,"19,871","963,003",R,0,71.54,28.46,
Governor,N/A,1994,General,Maryland,"702,101","Sauerbrey, Ellen R.",Challenger,"708,094","Glendening, Parris N.",Challenger,N/A,N/A,N/A,N/A,105,"5,993",D,0,49.79,50.21,
Governor,N/A,1994,General,Maine,"117,990","Collins, Susan M.",Challenger,"172,951","Brennan, Joseph E.",Challenger,Independent,"180,829","King, Agnus",Challenger,"39,538","7,878",I,35.37,40.55,59.45,
Governor,N/A,1994,General,Michigan,"1,899,101","Engler, John",Incumbent,"1,188,438","Wolpe, Howard",Challenger,N/A,N/A,N/A,N/A,"1,538","710,663",R,0,61.51,38.49,
Governor,N/A,1994,General,Minnesota,"1,094,165","Carlson, Arne",Incumbent,"589,344","Marty, John",Challenger,N/A,N/A,N/A,N/A,"82,081","504,821",R,0,64.99,35.01,
Governor,N/A,1994,General,Nebraska,"148,230","Spence, Gene",Challenger,"423,270","Nelson, Earl",Incumbent,N/A,N/A,N/A,N/A,"8,061","275,040",D,0,25.94,74.06,
Governor,N/A,1994,General,New Hampshire,"218,134","Merrill, Steve",Incumbent,"79,686","King, Wayne D.",Challenger,N/A,N/A,N/A,N/A,"14,062","138,448",R,0,73.24,26.76,
Governor,N/A,1994,General,New Mexico,"232,945","Johnson, Gary E.",Challenger,"186,686","King, Bruce",Incumbent,N/A,N/A,N/A,N/A,"47,990","46,259",R,0,55.51,44.49,
Governor,N/A,1994,General,Nevada,"156,875","Gibbons, James A.",Challenger,"200,026","Miller, Robert J.",Incumbent,N/A,N/A,N/A,N/A,"22,775","43,151",D,0,43.95,56.05,
Governor,N/A,1994,General,New York,"2,538,702","Pataki, George E.",Challenger,"2,364,904","Cuomo, Mario M.",Incumbent,N/A,N/A,N/A,N/A,"305,156","173,798",R,0,51.77,48.23,
Governor,N/A,1994,General,Ohio,"2,401,572","Voinovich, George",Incumbent,"835,849","Burch, Robert L.",Challenger,N/A,N/A,N/A,N/A,"108,817","1,565,723",R,0,74.18,25.82,
Governor,N/A,1994,General,Oklahoma,"466,740","Keating, Frank",Challenger,"294,936","Mildren, Jack",Challenger,Independent,"233,336","Watkins, Wes",Challenger,N/A,"171,804",R,23.45,61.28,38.72,
Governor,N/A,1994,General,Oregon,"517,874","Smith, Denny",Challenger,"622,083","Kitzhaber, John",Challenger,N/A,N/A,N/A,N/A,"81,053","104,209",D,0,45.43,54.57,
Governor,N/A,1994,General,Pennsylvania,"1,627,976","Ridge, Thomas J.",Challenger,"1,433,099","Singel, Mark S.",Challenger,N/A,N/A,N/A,N/A,"527,451","194,877",R,0,53.18,46.82,
Governor,N/A,1994,General,Rhode Island,"171,194","Almond, Lincoln C.",Challenger,"157,361","York, Myrth",Challenger,N/A,N/A,N/A,N/A,"32,822","13,833",R,0,52.11,47.89,
Governor,N/A,1994,General,South Carolina,"470,756","Beasley, David",Challenger,"447,002","Theodore, Nick A.",Challenger,N/A,N/A,N/A,N/A,"16,092","23,754",R,0,51.29,48.71,
Governor,N/A,1994,General,South Dakota,"172,515","Janklow, William J.",Challenger,"126,273","Beddow, Jim",Challenger,N/A,N/A,N/A,N/A,"12,825","46,242",R,0,57.74,42.26,
Governor,N/A,1994,General,Tennessee,"807,107","Sundquist, Don",Challenger,"664,243","Bredesen, Phil",Challenger,N/A,N/A,N/A,N/A,"15,774","142,864",R,0,54.85,45.15,
Governor,N/A,1994,General,Texas,"2,350,994","Bush, George W.",Challenger,"2,016,928","Richards, Ann",Incumbent,N/A,N/A,N/A,N/A,"28,320","334,066",R,0,53.82,46.18,
Governor,N/A,1994,General,Vermont,"40,292","Kelley, David F.",Challenger,"145,661","Dean, Howard B.",Incumbent,N/A,N/A,N/A,N/A,"26,093","105,369",D,0,21.67,78.33,
Governor,N/A,1994,General,Wisconsin,"1,051,326","Thompson, Tommy G.",Incumbent,"482,850","Chvala, Chuck",Challenger,N/A,N/A,N/A,N/A,"29,659","568,476",R,0,68.53,31.47,
Governor,N/A,1994,General,Wyoming,"118,016","Geringer, Jim",Challenger,"80,747","Karpan, Kathy",Challenger,N/A,N/A,N/A,N/A,"2,227","37,269",R,0,59.38,40.62,
Governor,N/A,1998,General,Alabama,"554,746","James, Forrest H. Jr.",Incumbent,"760,155","Siegelman, Don",Challenger,N/A,N/A,N/A,N/A,"2,941","205,409",D,0,42.19,57.81,
Governor,N/A,1998,General,Alaska,"39,331","Lindauer, John",Challenger,"112,879","Knowles, Tony",Incumbent,N/A,N/A,N/A,N/A,"67,967","73,548",D,0,25.84,74.16,
Governor,N/A,1998,General,Arizona,"620,188","Hull, Jane Dee",Incumbent,"361,552","Johnson, Paul",Challenger,N/A,N/A,N/A,N/A,"35,876","258,636",R,0,63.17,36.83,
Governor,N/A,1998,General,California,"3,218,030","Lungren, Dan",Challenger,"4,860,702","Davis, Gray",Challenger,N/A,N/A,N/A,N/A,"306,464","1,642,672",D,0,39.83,60.17,
Governor,N/A,1998,General,Colorado,"649,688","Owens, Bill",Challenger,"639,358","Schoettler, Gail",Challenger,N/A,N/A,N/A,N/A,"34,484","10,330",R,0,50.4,49.6,
Governor,N/A,1998,General,Connecticut,"628,707","Rowland, John G.",Incumbent,"354,187","Kennelly, Barbara B.",Challenger,N/A,N/A,N/A,N/A,"16,643","274,520",R,0,63.96,36.04,
Governor,N/A,1998,General,Florida,"2,191,105","Bush, Jeb",Challenger,"1,773,054","MacKay, Kenneth H.",Incumbent,N/A,N/A,N/A,N/A,282,"418,051",R,0,55.27,44.73,
Governor,N/A,1998,General,Georgia,"790,201","Millner, Guy",Challenger,"941,076","Barnes, Roy E.",Challenger,N/A,N/A,N/A,N/A,"61,531","150,875",D,0,45.64,54.36,
Governor,N/A,1998,General,Hawaii,"198,952","Lingle, Linda",Challenger,"204,206","Cayetano, Benjamin J.",Incumbent,N/A,N/A,N/A,N/A,"4,398","5,254",D,0,49.35,50.65,
Governor,N/A,1998,General,Idaho,"258,095","Kempthorne, Dirk",Challenger,"110,815","Huntley, Robert C.",Challenger,N/A,N/A,N/A,N/A,"12,338","147,280",R,0,69.96,30.04,
Governor,N/A,1998,General,Illinois,"1,714,094","Ryan, George H.",Challenger,"1,594,191","Poshard, Glenn",Challenger,N/A,N/A,N/A,N/A,"50,420","119,903",R,0,51.81,48.19,
Governor,N/A,1998,General,Iowa,"444,787","Lightfoot, Jim Ross",Challenger,"500,231","Vilsack, Tom",Challenger,N/A,N/A,N/A,N/A,"11,400","55,444",D,0,47.07,52.93,
Governor,N/A,1998,General,Kansas,"544,882","Graves, Bill",Incumbent,"168,243","Sawyer, Tom",Challenger,N/A,N/A,N/A,N/A,"29,540","376,639",R,0,76.41,23.59,
Governor,N/A,1998,General,Maine,"79,716","Longley, James B. Jr.",Challenger,"50,506","Connolly, Thomas J.",Challenger,Independent,"246,772","King, Agnus",Incumbent,"44,015","167,056",I,58.61,61.22,38.78,"Incumbent Agnus King, an Indipendent candidate received 246,772 votes (58.6% of the total vote) and won the election"
Governor,N/A,1998,General,Maryland,"688,357","Sauerbrey, Ellen R.",Challenger,"846,972","Glendening, Parris N.",Incumbent,N/A,N/A,N/A,N/A,649,"158,615",D,0,44.83,55.17,
Governor,N/A,1998,General,Massachusetts,"967,160","Cellucci, Argeo Paul",Incumbent,"901,843","Harshbarger, Scott",Challenger,N/A,N/A,N/A,N/A,"34,333","65,317",R,0,51.75,48.25,
Governor,N/A,1998,General,Michigan,"1,883,005","Engler, John",Incumbent,"1,143,574","Fieger, Geoffrey",Challenger,N/A,N/A,N/A,N/A,525,"739,431",R,0,62.22,37.78,
Governor,N/A,1998,General,Minnesota,"716,880","Coleman, Norm",Challenger,N/A,N/A,N/A,Reform,"773,403","Ventura, Jesse",Challenger,"600,235","56,523",RF,37,100,0,"The other vote was: Humphrey, Hubert Horatio III (Democrat Farmer-Labor) 587,060"
Governor,N/A,1998,General,Nebraska,"293,910","Johanns, Mike",Challenger,"250,678","Hoppner, Bill",Challenger,N/A,N/A,N/A,N/A,650,"43,232",R,0,53.97,46.03,
Governor,N/A,1998,General,Nevada,"223,892","Guinn, Kenny",Challenger,"182,281","Jones, Jan Laverty",Challenger,N/A,N/A,N/A,N/A,"27,457","41,611",R,0,55.12,44.88,
Governor,N/A,1998,General,New Hampshire,"98,473","Lucas, Jay",Challenger,"210,769","Shaheen, Jeanne",Incumbent,N/A,N/A,N/A,N/A,"9,698","112,296",D,0,31.84,68.16,
Governor,N/A,1998,General,New Mexico,"271,948","Johnson, Gary E.",Incumbent,"226,755","Chavez, Martin J.",Challenger,N/A,N/A,N/A,N/A,N/A,"45,193",R,0,54.53,45.47,
Governor,N/A,1998,General,New York,"2,571,991","Pataki, George E.",Incumbent,"1,570,317","Vallone, Peter F.",Challenger,N/A,N/A,N/A,N/A,"592,928","1,001,674",R,0,62.09,37.91,
Governor,N/A,1998,General,Ohio,"1,678,721","Taft, Robert Alphonso",Challenger,"1,498,956","Fisher, Lee",Challenger,N/A,N/A,N/A,N/A,"176,536","179,765",R,0,52.83,47.17,
Governor,N/A,1998,General,Oklahoma,"505,498","Keating, Frank",Incumbent,"357,552","Boyd, Laura",Challenger,N/A,N/A,N/A,N/A,"10,535","147,946",R,0,58.57,41.43,
Governor,N/A,1998,General,Oregon,"334,001","Sizemore, Bill",Challenger,"717,061","Kitzhaber, John",Incumbent,N/A,N/A,N/A,N/A,"62,036","383,060",D,0,31.78,68.22,
Governor,N/A,1998,General,Pennsylvania,"1,736,844","Ridge, Thomas J.",Incumbent,"938,745","Itkin, Ivan",Challenger,Constitution,"315,761","Luksik, Peg",Challenger,"33,802","798,099",R,10.44,64.91,35.09,
Governor,N/A,1998,General,Rhode Island,"156,180","Almond, Lincoln C.",Incumbent,"129,105","York, Myrth",Challenger,N/A,N/A,N/A,N/A,"21,098","27,075",R,0,54.75,45.25,
Governor,N/A,1998,General,South Carolina,"484,088","Beasley, David",Incumbent,"570,070","Hodges, James H.",Challenger,N/A,N/A,N/A,N/A,"16,711","85,982",D,0,45.92,54.08,
Governor,N/A,1998,General,South Dakota,"166,621","Janklow, William J.",Incumbent,"85,473","Hunhoff, Bernie",Challenger,N/A,N/A,N/A,N/A,"8,093","81,148",R,0,66.09,33.91,
Governor,N/A,1998,General,Tennessee,"669,973","Sundquist, Don",Incumbent,"287,750","Hooker, John Jay Jr.",Challenger,N/A,N/A,N/A,N/A,"18,513","382,223",R,0,69.95,30.05,
Governor,N/A,1998,General,Texas,"2,551,454","Bush, George W.",Incumbent,"1,165,444","Mauro, Garry",Challenger,N/A,N/A,N/A,N/A,"21,585","1,386,010",R,0,68.64,31.36,
Governor,N/A,1998,General,Vermont,"89,726","Dwyer, Ruth",Challenger,"121,425","Dean, Howard B.",Incumbent,N/A,N/A,N/A,N/A,"6,969","31,699",D,0,42.49,57.51,
Governor,N/A,1998,General,Wisconsin,"1,047,716","Thompson, Tommy G.",Incumbent,"679,553","Garvey, Ed",Challenger,N/A,N/A,N/A,N/A,"28,745","368,163",R,0,60.66,39.34,
Governor,N/A,1998,General,Wyoming,"97,235","Geringer, Jim",Incumbent,"70,754","Vinich, John P.",Challenger,N/A,N/A,N/A,N/A,"6,899","26,481",R,0,57.88,42.12,
Governor,N/A,1998,General,Arkansas,"430,919","Huckabee, Mike",Incumbent,"278,155","King, James",Challenger,N/A,N/A,N/A,N/A,"19,545","152,764",R,0,60.77,39.23,
